Class,jena-2.10.0,jena-2.11.0,jena-2.12.0,jena-2.13.0,jena-3.0.0,jena-3.1.0,jena-3.2.0,jena-3.3.0,jena-3.4.0,jena-3.5.0,jena-3.6.0,jena-3.7.0,jena-3.8.0,jena-3.9.0,jena-3.10.0,jena-3.11.0,jena-3.12.0,jena-3.13.0,jena-3.14.0,jena-3.15.0,jena-3.16.0,jena-3.17.0,jena-4.0.0,jena-4.1.0,jena-4.2.0,jena-4.3.0,jena-4.4.0,jena-4.5.0,average
jena-db/jena-tdb2/src/main/java/org/apache/jena/tdb2/store/TripleTable.java,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3.75
jena-arq/src/main/java/org/apache/jena/sparql/system/SerializationFactoryFinder.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,1.607142857
jena-sdb/src/main/java/com/hp/hpl/jena/sdb/store/DatasetStore.java,46,0,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.428571429
jena-sdb/src/main/java/com/hp/hpl/jena/sdb/sql/SQLUtils.java,53,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.785714286
jena-arq/src/main/java/org/apache/jena/sparql/expr/aggregate/AggSampleDistinct.java,0,0,0,0,81,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.821428571
jena-arq/src/main/java/org/apache/jena/sparql/algebra/OpVisitor.java,0,0,0,0,71,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,3.214285714
jena-core/src/main/java/org/apache/jena/n3/turtle/parser/JavaCharStream.java,0,0,0,0,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,0,0,0,0,0,0,45.35714286
jena-arq/src-examples/arq/examples/riot/ExRIOT_1.java,36,6,0,0,8,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.642857143
jena-spatial/src/test/java/org/apache/jena/query/spatial/assembler/TestSpatialDatasetAssembler.java,0,83,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,6.285714286
jena-tdb/src/test/java/com/hp/hpl/jena/tdb/base/objectfile/TestObjectFileMem.java,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392857143
jena-extras/jena-commonsrdf/src/main/java/org/apache/jena/commonsrdf/impl/JenaNode.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0.928571429
jena-text/src/main/java/org/apache/jena/query/text/cmd/textindexdump.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,4.178571429
jena-tdb/src/main/java/com/hp/hpl/jena/tdb/graph/QueryHandlerTDB.java,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857
jena-arq/src/main/java/org/apache/jena/sparql/syntax/syntaxtransform/ElementTransformSubst.java,0,0,0,0,109,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,19,0,0,4.892857143
jena-core/src/main/java/org/apache/jena/ext/xerces/xs/XSAttributeGroupDefinition.java,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.607142857
jena-db/jena-tdb2/src/main/java/org/apache/jena/tdb2/loader/main/DataToTuples.java,0,0,0,0,0,0,0,0,0,0,0,0,207,0,4,0,0,72,0,13,0,0,0,0,0,2,0,0,10.64285714
jena-sdb/src/com/hp/hpl/jena/sdb/core/sqlexpr/SqlFunction1.java,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392857143
jena-core/src/test/java/com/hp/hpl/jena/regression/NewRegressionBase.java,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
jena-sdb/src/main/java/com/hp/hpl/jena/sdb/core/sqlnode/SqlNodeVisitorBase.java,61,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.357142857
jena-fuseki2/jena-fuseki-main/src/main/java/org/apache/jena/fuseki/main/JettyHttps.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,4.571428571
jena-core/src/main/java/com/hp/hpl/jena/rdf/model/SimpleSelector.java,3,2,0,2,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5
jena-arq/src/main/java/org/openjena/riot/tokens/TokenChecker.java,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214285714
jena-core/src/test/java/org/apache/jena/ontology/impl/TestListSyntaxCategories.java,0,0,0,0,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.14285714
jena-arq/src/main/java/org/apache/jena/riot/lang/ReaderRDFNULL.java,0,0,0,0,0,53,0,33,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,25,0,0,0,0,4.428571429
jena-cmds/src/main/java/arq/bindings.java,0,0,0,0,0,42,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.571428571
jena-core/src/main/java/com/hp/hpl/jena/reasoner/transitiveReasoner/TransitiveGraphCache.java,2,0,109,0,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
jena-shex/src/main/java/org/apache/jena/shex/parser/javacc/ShExJavaccConstants.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,23,12.89285714
jena-arq/src/main/java/com/hp/hpl/jena/sparql/sse/builders/BuilderLib.java,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.607142857
jena-sdb/src/test/java/org/apache/jena/sdb/test/update/TestStoreUpdateSAPHash.java,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,2.571428571
jena-fuseki2/jena-fuseki-core/src/main/java/org/apache/jena/fuseki/server/CounterMXBean.java,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1.785714286
jena-db/jena-dboe-base/src/main/java/org/apache/jena/dboe/base/block/Block.java,0,0,0,0,0,0,0,0,0,166,0,0,0,0,2,133,0,0,0,0,0,0,0,0,0,0,0,0,10.75
jena-core/src/test/java/com/hp/hpl/jena/rdf/model/test/TestReifiedStatements.java,419,2,25,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.25
jena-sdb/src-test/com/hp/hpl/jena/sdb/test/SDBTestMisc.java,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.535714286
jena-spatial/src/main/java/org/apache/jena/query/spatial/assembler/SpatialVocab.java,0,53,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,4
jena-core/src/main/java/org/apache/jena/rdf/model/ModelSource.java,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.785714286
jena-db/jena-dboe-storage/src/main/java/org/apache/jena/dboe/storage/prefixes/PrefixLib.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,14,51,0,0,144,0,0,0,0,0,11
jena-geosparql/src/test/java/org/apache/jena/geosparql/spatial/property_functions/cardinal/NorthGeomPFTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,3.928571429
jena-sdb/src/sdb/cmd/CmdArgsDB.java,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.285714286
jena-arq/src/main/java/org/apache/jena/riot/checker/CheckerVar.java,41,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,3.071428571
jena-permissions/src/test/java/org/apache/jena/permissions/SecuredAssemblerTest.java,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,107,0,0,0,0,6.857142857
jena-core/src/main/java/org/apache/jena/reasoner/rulesys/Builtin.java,0,0,0,0,92,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.357142857
jena-arq/src/main/java/org/apache/jena/atlas/json/io/JSONMaker.java,147,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.464285714
jena-arq/src/main/java/com/hp/hpl/jena/sparql/expr/E_StrAfter.java,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.357142857
jena-fuseki2/jena-fuseki-embedded/src/main/java/org/apache/jena/fuseki/embedded/FusekiServer.java,0,0,0,0,0,0,0,0,390,6,0,327,0,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.14285714
jena-maven-tools/src/main/java/org/apache/jena/tools/schemagen/SchemagenOptions.java,0,0,289,0,5,0,0,0,22,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,21.35714286
jena-core/src/main/java/org/apache/jena/util/FileManager.java,0,0,0,0,533,12,0,0,0,4,0,0,2,0,0,0,0,0,0,0,543,0,0,1,0,0,0,51,40.92857143
jena-db/jena-tdb2/src/test/java/org/apache/jena/tdb2/store/TestTransactions.java,0,0,0,0,0,0,0,0,0,205,0,2,0,0,0,0,0,145,0,0,0,0,0,0,0,0,15,0,13.10714286
jena-arq/src/main/java/org/apache/jena/sparql/syntax/TripleCollector.java,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.071428571
jena-geosparql/src/test/java/org/apache/jena/geosparql/geof/topological/filter_functions/geometry_property/IsValidFFTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,2.857142857
jena-arq/src/main/java/com/hp/hpl/jena/sparql/graph/Reifier2.java,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5
jena-arq/src/test/java/org/apache/jena/riot/TestRiotReader.java,67,0,23,0,17,8,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,11.82142857
jena-elephas/jena-elephas-io/src/main/java/org/apache/jena/hadoop/rdf/io/input/readers/rdfjson/RdfJsonReader.java,0,0,0,37,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,4
jena-core/src/test/java/com/hp/hpl/jena/rdf/arp/TestErrorMsg.java,0,0,11,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.964285714
jena-tdb/src/test/java/org/apache/jena/tdb/base/buffer/TestRecordBuffer.java,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,12.60714286
jena-core/src/main/java/com/hp/hpl/jena/rdfxml/xmlinput/StAX2Model.java,0,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.142857143
jena-sdb/src/main/java/com/hp/hpl/jena/sdb/core/sqlnode/GenerateSQLDB2.java,49,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
jena-arq/src/main/java/org/apache/jena/sparql/engine/iterator/QueryIteratorWrapper.java,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,5.178571429
jena-core/src/main/java/com/hp/hpl/jena/reasoner/rulesys/builtins/ListNotEqual.java,3,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.357142857
jena-arq/src/main/java/org/apache/jena/sparql/sse/writers/WriterTable.java,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,5.357142857
jena-tdb/src/main/java/org/apache/jena/tdb/base/file/BufferChannel.java,0,0,0,0,92,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392857143
jena-arq/src/main/java/org/apache/jena/sparql/lang/sparql_11/ParseException.java,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6.821428571
jena-sdb/src/main/java/com/hp/hpl/jena/sdb/layout2/index/TupleLoaderIndexBase.java,88,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.285714286
jena-arq/src/main/java/org/apache/jena/sparql/function/library/FN_StrEndsWith.java,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285714286
jena-fuseki/src-dev/dev/DevFuseki.java,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.321428571
jena-sdb/src/com/hp/hpl/jena/sdb/layout2/hash/FmtLayout2HashSQLServer.java,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.321428571
jena-arq/src/main/java/org/openjena/atlas/web/MediaType.java,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.892857143
jena-sdb/src-dev/dev/RDB.java,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.214285714
jena-core/src/test/java/org/apache/jena/testing_framework/tuples/TupleItem.java,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
jena-core/src/main/java/com/hp/hpl/jena/datatypes/xsd/XSDbase64Binary.java,45,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.285714286
jena-arq/src/main/java/org/apache/jena/atlas/lib/Pair.java,62,0,2,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
jena-core/src/test/java/com/hp/hpl/jena/mem/test/AbstractTestGraphMem.java,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.678571429
jena-arq/src/test/java/org/apache/jena/riot/writer/AbstractWriterTest.java,0,43,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1.821428571
jena-core/src/main/java/com/hp/hpl/jena/graph/query/ConstraintStage.java,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75
jena-core/src/main/java/com/hp/hpl/jena/reasoner/rulesys/builtins/CountLiteralValues.java,3,0,8,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.428571429
jena-sdb/src/main/java/org/apache/jena/sdb/engine/QueryEngineSDB.java,0,0,0,0,196,37,0,0,0,23,0,0,0,0,0,8,0,0,0,0,0,0,206,0,0,0,0,0,16.78571429
jena-integration-tests/src/test/java/org/apache/jena/integration/TestRDFLinkLocalTDB2.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,1.392857143
jena-arq/src/main/java/org/apache/jena/atlas/web/AcceptList.java,254,90,26,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39285714
jena-arq/src/test/java/org/apache/jena/sparql/expr/TestExpressions4.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,3.107142857
jena-arq/src/main/java/org/apache/jena/sparql/algebra/op/OpGroup.java,0,0,0,0,82,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.071428571
jena-tdb/src/test/java/org/apache/jena/tdb/index/AbstractTestRangeIndex.java,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,15.82142857
jena-db/jena-dboe-base/src/test/java/org/apache/jena/dboe/base/block/TestBlockMgrTracked.java,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,11.21428571
jena-arq/src/main/java/org/apache/jena/sparql/expr/E_Coalesce.java,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.178571429
jena-core/src/main/java/com/hp/hpl/jena/ontology/OntModelSpec.java,21,0,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39285714
jena-tdb/src/main/java/org/apache/jena/tdb/transaction/ObjectFileTrans.java,0,0,0,0,240,0,0,0,0,230,0,0,27,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,18.25
jena-fuseki2/jena-fuseki-webapp/src/main/java/org/apache/jena/fuseki/mgt/ActionBackupList.java,0,0,0,0,0,0,0,0,0,0,0,0,0,95,8,0,0,88,0,0,0,0,0,0,0,2,0,0,6.892857143
jena-jdbc/jena-jdbc-driver-remote/src/test/java/org/apache/jena/jdbc/remote/results/TestRemoteEndpointResultsWithGraphUris.java,0,99,0,0,9,0,33,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,18,6,0,6.678571429
jena-fuseki2/jena-fuseki-core/src/main/java/org/apache/jena/fuseki/mgt/MgtConst.java,0,0,0,30,11,0,0,0,0,2,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.642857143
jena-core/src/main/java/com/hp/hpl/jena/shared/BadDescriptionNoRootException.java,1,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214285714
jena-rdfconnection/src/test/java/org/apache/jena/rdfconnection/TestLibRDFConn.java,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.535714286
jena-cmds/src/test/java/jena/Test_rdfcat.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,10.35714286
jena-arq/src/main/java/com/hp/hpl/jena/sparql/expr/E_StrContains.java,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.357142857
jena-examples/src/main/java/shex/examples/Shex01_validateGraph.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,1.928571429
jena-arq/src/main/java/org/apache/jena/riot/lang/LabelToNode.java,164,245,28,0,3,0,0,2,0,4,0,8,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,275,31.46428571
jena-tdb/src/test/java/org/apache/jena/tdb/lib/TestStringAbbrev.java,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,2.392857143
jena-base/src/main/java/org/apache/jena/atlas/io/PeekInputStream.java,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,13.25
jena-tdb/src/main/java/com/hp/hpl/jena/tdb/base/objectfile/StringFile.java,6,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.321428571
jena-arq/src/main/java/org/apache/jena/atlas/json/io/parserjavacc/javacc/JavaCharStream.java,634,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.71428571
jena-elephas/jena-elephas-mapreduce/src/test/java/org/apache/jena/hadoop/rdf/mapreduce/count/AbstractNodeTupleNodeCountReducedTests.java,0,0,0,149,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,148,0,0,0,0,0,12.21428571
jena-sdb/src/com/hp/hpl/jena/sdb/layout2/index/FmtLayout2IndexHSQL.java,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.607142857
jena-arq/src/main/java/org/apache/jena/sparql/modify/TemplateLib.java,0,0,0,0,192,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15.71428571
jena-arq/src/main/java/org/apache/jena/sparql/algebra/AlgebraGenerator.java,0,0,0,0,675,0,6,0,0,0,0,0,0,0,0,0,0,0,46,1,731,0,11,0,0,1,0,0,52.53571429
jena-arq/src/main/java/org/openjena/atlas/json/JsonAccess.java,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.214285714
jena-arq/src/main/java/org/apache/jena/sparql/algebra/optimize/OptimizerMinimal.java,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1.785714286
jena-tdb/src/main/java/com/hp/hpl/jena/tdb/store/nodetable/NodeTableNative.java,0,0,0,283,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.21428571
jena-arq/src/main/java/org/apache/jena/sparql/engine/main/StageBuilder.java,0,0,0,0,118,18,0,0,0,2,0,0,0,0,0,0,0,0,0,54,0,0,0,43,0,0,0,0,8.392857143
jena-fuseki2/jena-fuseki-access/src/main/java/org/apache/jena/fuseki/access/GraphFilterTDB2.java,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,0,0,6,0,2,0,0,0,0,0,0,0,0,2.892857143
