Class,jena-2.10.0,jena-2.11.0,jena-2.12.0,jena-2.13.0,jena-3.0.0,jena-3.1.0,jena-3.2.0,jena-3.3.0,jena-3.4.0,jena-3.5.0,jena-3.6.0,jena-3.7.0,jena-3.8.0,jena-3.9.0,jena-3.10.0,jena-3.11.0,jena-3.12.0,jena-3.13.0,jena-3.14.0,jena-3.15.0,jena-3.16.0,jena-3.17.0,jena-4.0.0,jena-4.1.0,jena-4.2.0,jena-4.3.0,jena-4.4.0,jena-4.5.0,,average
jena-arq/src/test/java/org/apache/jena/riot/writer/TestWriteRDFXML.java,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.107142857
jena-core/src/main/java/org/apache/jena/rdf/model/Literal.java,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.178571429
jena-arq/src/test/java/org/apache/jena/sparql/engine/iterator/TestSortedDataBagCancellation.java,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.642857143
jena-arq/src/main/java/org/apache/jena/http/HttpEnv.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,0.142857143
jena-arq/src/main/java/com/hp/hpl/jena/sparql/util/FmtUtils.java,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.107142857
jena-arq/src/test/java/org/apache/jena/sparql/algebra/TestOpAsQuery.java,0,0,0,0,366,0,0,0,0,0,0,52,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,,16.32142857
jena-arq/src/test/java/com/hp/hpl/jena/sparql/expr/TestFunctions.java,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.392857143
jena-maven-tools/src/it/schemagen-integration-0/verify.bsh,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.071428571
jena-db/jena-tdb2/src/main/java/org/apache/jena/tdb2/sys/TDBInternal.java,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,57,,3.392857143
jena-jdbc/jena-jdbc-core/src/main/java/org/apache/jena/jdbc/connections/DatasetConnection.java,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.392857143
jena-fuseki2/jena-fuseki-core/src/main/webapp/manage.html,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.214285714
jena-fuseki2/jena-fuseki-core/src/main/webapp/WEB-INF/web.xml,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.357142857
jena-sdb/src/main/java/com/hp/hpl/jena/sdb/sql/JDBC.java,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.107142857
jena-shacl/src/test/resources/local/additional/target-target-1.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,,2.214285714
jena-arq/src/main/java/org/apache/jena/atlas/json/io/parser/TokenizerJSON.java,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,0.678571429
jena-arq/src/main/java/org/apache/jena/sparql/syntax/syntaxtransform/ElementTransformer.java,0,0,0,0,0,3,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7.464285714
jena-arq/testing/ARQ/Syntax/Syntax-SPARQL-Update/syntax-update-bad-16.ru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.035714286
jena-text-es/src/test/java/org/apache/jena/query/text/es/it/TextIndexESIT.java,0,0,0,0,0,0,0,0,0,0,0,0,522,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,,19.14285714
jena-core/src/test/java/com/hp/hpl/jena/rdf/model/test/TestReaders.java,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.285714286
jena-arq/src/main/java/org/apache/jena/sparql/algebra/OpVisitor.java,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.142857143
jena-db/jena-dboe-trans-data/pom.xml,0,0,0,0,0,0,0,0,0,15,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.821428571
jena-arq/testing/RIOT/URISchemes/rel.rdf,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.5
jena-arq/src/main/java/org/apache/jena/sparql/algebra/OpAsQuery.java,0,0,0,0,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,,51.57142857
jena-arq/src/main/java/org/apache/jena/sparql/algebra/TransformQuadGraph.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,0.142857143
jena-fuseki2/jena-fuseki-core/src/main/webapp/dataset.html,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.285714286
jena-arq/src/test/java/org/apache/jena/arq/junit/riot/RiotSyntaxTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,,0.357142857
jena-fuseki2/jena-fuseki-access/src/test/resources/log4j2.properties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,0.178571429
jena-db/jena-tdb2/src/main/java/org/apache/jena/tdb2/loader/main/DataToTuples.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,13,0,0,0,0,0,0,0,0,,1.392857143
jena-arq/src/main/java/org/apache/jena/sparql/engine/binding/BindingUtils.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.75
jena-core/src/main/java/com/hp/hpl/jena/datatypes/xsd/impl/XMLLiteralType.java,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.142857143
jena-spatial/src/main/java/org/apache/jena/query/spatial/SpatialQuery.java,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.5
jena-shacl/src/test/files/local/shaclc-syntax/nodeParams.shc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,,0.5
jena-arq/src/main/java/org/apache/jena/riot/lang/LangTurtleBase.java,0,0,26,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,1.857142857
jena-base/src/test/resources/log4j2.properties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,0.178571429
jena-arq/src/main/java/org/apache/jena/sparql/lang/ParserSPARQL11Update.java,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.071428571
jena-arq/src/main/java/com/hp/hpl/jena/sparql/expr/E_StrDatatype.java,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.107142857
jena-arq/src/main/java/org/apache/jena/sparql/engine/iterator/IterAbortable.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,,1.142857143
jena-arq/src/main/java/org/apache/jena/sparql/engine/optimizer/reorder/ReorderTransformationSubstitution.java,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.821428571
jena-core/src/main/java/com/hp/hpl/jena/n3/IRIResolver.java,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.357142857
jena-arq/src/main/java/com/hp/hpl/jena/sparql/core/Quad.java,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.214285714
jena-fuseki/src/main/java/org/apache/jena/fuseki/servlets/SPARQL_ServletBase.java,0,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.071428571
jena-arq/src/main/java/org/apache/jena/sparql/core/DatasetGraphZero.java,0,0,0,0,0,0,0,0,0,0,214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7.678571429
jena-arq/src/main/java/org/apache/jena/query/Query.java,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,0.535714286
jena-base/src/main/java/org/apache/jena/atlas/lib/persistent/PersistentSet.java,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.178571429
jena-text/src/main/java/org/apache/jena/query/text/assembler/TextVocab.java,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.25
jena-arq/src/main/java/com/hp/hpl/jena/sparql/expr/E_IsLiteral.java,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.142857143
jena-shacl/src/test/resources/local/manifest.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0.071428571
jena-db/jena-tdb2/src/main/java/org/apache/jena/tdb2/loader/main/Indexer.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,,0.464285714
jena-arq/src/main/java/com/hp/hpl/jena/sparql/expr/aggregate/AggSum.java,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.107142857
jena-csv/src/main/java/riotcmdx/csv2rdf.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.821428571
jena-extras/jena-querybuilder/src/main/java/org/apache/jena/arq/querybuilder/handlers/HandlerBlock.java,0,0,0,0,0,176,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.428571429
jena-arq/src/main/java/org/apache/jena/sparql/expr/E_FunctionDynamic.java,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.071428571
jena-arq/src/main/java/org/apache/jena/atlas/lib/cache/CacheSetSync.java,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.785714286
jena-arq/src/main/java/org/apache/jena/sparql/modify/GraphStoreNull.java,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.464285714
jena-arq/src/main/java/org/apache/jena/riot/system/PrefixLib.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,0.285714286
jena-fuseki2/jena-fuseki-core/src/main/webapp/validate.html,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.142857143
jena-arq/src/test/java/org/apache/jena/riot/lang/TestIRI.java,0,46,0,0,0,0,0,0,0,0,0,2,0,0,0,0,27,0,0,0,0,0,37,0,0,0,0,0,,4
jena-arq/src/main/java/org/apache/jena/riot/system/SerializerRDF.java,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.285714286
jena-core/src/main/java/com/hp/hpl/jena/datatypes/xsd/XSDDatatype.java,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.178571429
jena-arq/src/main/java/org/apache/jena/sparql/engine/optimizer/reorder/ReorderFixed.java,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.428571429
jena-arq/src/main/java/com/hp/hpl/jena/sparql/expr/ExprLib.java,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.214285714
jena-geosparql/src/main/java/org/apache/jena/geosparql/implementation/great_circle/GreatCircleDistance.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,,0.535714286
jena-core/src/main/java/org/apache/jena/shared/AuthenticationRequiredException.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,0.071428571
jena-maven-tools/src/main/java/org/apache/jena/tools/schemagen/SchemagenOptions.java,0,0,0,0,2,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.857142857
jena-security/src/main/java/org/apache/jena/security/impl/CachedSecurityEvaluator.java,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.428571429
jena-arq/testing/ARQ/Extra/manifest.ttl,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,1.428571429
jena-core/src/main/java/org/apache/jena/util/FileManager.java,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.428571429
jena-extras/jena-querybuilder/src/main/java/org/apache/jena/arq/querybuilder/updatebuilder/SingleQuadHolder.java,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,,1.678571429
jena-text-es/src/main/java/org/apache/jena/query/text/es/TextESDatasetFactory.java,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.142857143
jena-arq/src/test/java/org/apache/jena/sparql/core/TestDatasetGraphLink.java,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5.785714286
jena-core/testing/xsd/README_LICENSE,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.571428571
jena-arq/src/test/java/org/apache/jena/riot/TestRiotReader.java,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.821428571
jena-arq/src/main/java/org/apache/jena/sparql/sse/writers/WriterOp.java,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.678571429
jena-arq/src/main/java/org/apache/jena/sparql/core/DatasetGraphFactory.java,0,0,0,0,0,0,0,0,0,164,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7.357142857
jena-arq/src/main/java/org/apache/jena/sparql/graph/NodeConst.java,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.428571429
jena-arq/src/main/java/org/apache/jena/sparql/core/assembler/DatasetAssembler.java,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.071428571
jena-fuseki/src/test/java/org/apache/jena/fuseki/TestQuery.java,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.571428571
jena-core/src/test/java/org/apache/jena/graph/compose/test/TestDelta.java,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.642857143
jena-arq/testing/RIOT/URISchemes/http.ttl,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.214285714
jena-core/testing/modelReading/simple.n3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.642857143
jena-arq/src/main/java/org/apache/jena/sparql/engine/optimizer/StatsMatcher.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,,24.82142857
jena-fuseki/src/main/java/org/apache/jena/fuseki/servlets/SPARQL_Upload.java,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.428571429
jena-arq/src/main/java/org/apache/jena/atlas/iterator/FilterStack.java,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.071428571
apache-jena/bin/qparse,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,,0.535714286
jena-arq/src/test/java/org/apache/jena/riot/lang/CatchParserOutput.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,51,0,0,0,0,,3.642857143
jena-core/src/test/java/com/hp/hpl/jena/graph/test/TestTypedLiterals.java,13,13,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.607142857
jena-arq/src/main/java/com/hp/hpl/jena/sparql/expr/E_NotOneOf.java,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.321428571
jena-maven-tools/src/test/java/org/openjena/tools/schemagen/SourceParameterTest.java,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.357142857
jena-core/src/main/java/org/apache/jena/util/iterator/LazyIterator.java,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.928571429
jena-arq/src/main/java/org/apache/jena/riot/lang/LangRDFXML.java,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.071428571
jena-arq/src/main/java/org/apache/jena/riot/thrift/Binding2Thrift.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,,0.321428571
jena-arq/src/test/java/org/apache/jena/sparql/expr/TestNodeValue.java,0,0,0,0,0,1330,52,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,112,0,0,63,0,0,,57.32142857
jena-core/src/main/java/com/hp/hpl/jena/datatypes/xsd/XSDbase64Binary.java,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.357142857
jena-arq/src/test/java/org/apache/jena/riot/writer/TestRiotWriterDataset.java,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.071428571
jena-arq/src/main/java/org/apache/jena/sparql/algebra/OpVars.java,0,0,0,0,0,0,23,0,0,0,31,0,10,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,,2.821428571
jena-integration-tests/src/test/java/org/apache/jena/test/txn/TS_TranactionIntegration.java,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.214285714
jena-arq/src/main/java/org/apache/jena/sparql/serializer/QuerySerializerFactory.java,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.035714286
jena-tdb/src/test/java/com/hp/hpl/jena/tdb/store/Test_SPARQL_TDB.java,39,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.535714286
jena-cmds/src/main/java/org/apache/jena/cmd/CommandLineBase.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,,3.535714286
jena-arq/src/main/java/org/apache/jena/riot/rowset/rw/RowSetWriterCSV.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,,1.142857143
jena-text/src/test/java/org/apache/jena/query/text/TestDatasetWithLuceneTextIndexWithLangField.java,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
jena-tdb/src/test/java/com/hp/hpl/jena/tdb/transaction/TS_Transaction.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.035714286
jena-tdb/src/test/java/org/apache/jena/tdb/solver/TestSolverTDB.java,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.5
.gitattributes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0.035714286
jena-shacl/src/main/java/org/apache/jena/shacl/parser/Shape.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,0.142857143
jena-sdb/src/main/java/org/apache/jena/sdb/engine/QueryEngineSDB.java,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.071428571
jena-integration-tests/testing/Assembler/assem_dsg1_2.ttl,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.535714286
jena-arq/src/main/java/org/apache/jena/atlas/web/AcceptList.java,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.857142857
